X,Y,STATE,NAME,LAT,LON,Start_Time,Full_Time,End_Time,ObjectId
-80.158317,40.300734,PA,Hendersonville,40.300734,-80.158317,2024/02/18 18:00:40+00,2024/02/18 19:17:00+00,2024/02/18 20:30:10+00,21223
-78.297711,40.262502,PA,Henrietta,40.262502,-78.297711,2024/02/18 18:03:40+00,2024/02/18 19:19:40+00,2024/02/18 20:32:10+00,21224
-75.550389,40.450942,PA,Hereford,40.450942,-75.550389,2024/02/18 18:08:10+00,2024/02/18 19:23:20+00,2024/02/18 20:34:50+00,21225
-79.713603,40.263225,PA,Herminie,40.263225,-79.713603,2024/02/18 18:01:20+00,2024/02/18 19:17:40+00,2024/02/18 20:30:40+00,21226
-76.852612,40.712319,PA,Herndon,40.712319,-76.852612,2024/02/18 18:06:20+00,2024/02/18 19:21:50+00,2024/02/18 20:33:40+00,21227
-76.644328,40.28001,PA,Hershey,40.28001,-76.644328,2024/02/18 18:06:10+00,2024/02/18 19:21:50+00,2024/02/18 20:33:50+00,21228
-80.305135,40.295719,PA,Hickory,40.295719,-80.305135,2024/02/18 18:00:20+00,2024/02/18 19:16:50+00,2024/02/18 20:30:10+00,21229
-75.820554,41.03441,PA,Hickory Hills,41.03441,-75.820554,2024/02/18 18:08:10+00,2024/02/18 19:23:20+00,2024/02/18 20:34:50+00,21230
-77.570621,40.621671,PA,Highland Park,40.621671,-77.570621,2024/02/18 18:05:00+00,2024/02/18 19:20:50+00,2024/02/18 20:33:00+00,21231
-76.785533,40.20861,PA,Highspire,40.20861,-76.785533,2024/02/18 18:06:00+00,2024/02/18 19:21:40+00,2024/02/18 20:33:40+00,21232
-75.836058,41.286895,PA,Hilldale,41.286895,-75.836058,2024/02/18 18:08:20+00,2024/02/18 19:23:30+00,2024/02/18 20:34:50+00,21233
-79.910027,40.007769,PA,Hiller,40.007769,-79.910027,2024/02/18 18:00:50+00,2024/02/18 19:17:10+00,2024/02/18 20:30:30+00,21234
-75.495219,40.658455,PA,Hokendauqua,40.658455,-75.495219,2024/02/18 18:08:30+00,2024/02/18 19:23:40+00,2024/02/18 20:35:00+00,21235
-75.610698,41.030757,PA,Holiday Pocono,41.030757,-75.610698,2024/02/18 18:08:30+00,2024/02/18 19:23:40+00,2024/02/18 20:35:00+00,21236
-78.392963,40.431099,PA,Hollidaysburg,40.431099,-78.392963,2024/02/18 18:03:40+00,2024/02/18 19:19:40+00,2024/02/18 20:32:10+00,21237
-77.72415,40.971982,PA,Holters Crossing,40.971982,-77.72415,2024/02/18 18:05:10+00,2024/02/18 19:20:50+00,2024/02/18 20:33:00+00,21238
-79.921114,40.872097,PA,Homeacre-Lyndora,40.872097,-79.921114,2024/02/18 18:01:40+00,2024/02/18 19:17:40+00,2024/02/18 20:30:40+00,21239
-79.15995,40.540735,PA,Homer City,40.540735,-79.15995,2024/02/18 18:02:30+00,2024/02/18 19:18:30+00,2024/02/18 20:31:20+00,21240
-79.909894,40.407278,PA,Homestead,40.407278,-79.909894,2024/02/18 18:01:10+00,2024/02/18 19:17:30+00,2024/02/18 20:30:30+00,21241
-75.986552,40.821581,PA,Hometown,40.821581,-75.986552,2024/02/18 18:07:40+00,2024/02/18 19:23:00+00,2024/02/18 20:34:30+00,21242
-80.32944,40.813337,PA,Homewood,40.813337,-80.32944,2024/02/18 18:01:00+00,2024/02/18 19:17:10+00,2024/02/18 20:30:20+00,21243
-78.332406,40.304508,PA,Homewood at Martinsburg,40.304508,-78.332406,2024/02/18 18:03:40+00,2024/02/18 19:19:30+00,2024/02/18 20:32:10+00,21244
-75.250769,41.57571,PA,Honesdale,41.57571,-75.250769,2024/02/18 18:09:30+00,2024/02/18 19:24:20+00,2024/02/18 20:35:30+00,21245
-75.91075,40.09358,PA,Honey Brook,40.09358,-75.91075,2024/02/18 18:07:20+00,2024/02/18 19:22:50+00,2024/02/18 20:34:30+00,21246
-80.47375,40.598874,PA,Hookstown,40.598874,-80.47375,2024/02/18 18:00:30+00,2024/02/18 19:16:40+00,2024/02/18 20:30:00+00,21247
-78.913303,40.150459,PA,Hooversville,40.150459,-78.913303,2024/02/18 18:02:30+00,2024/02/18 19:18:40+00,2024/02/18 20:31:30+00,21248
-75.765675,41.703668,PA,Hop Bottom,41.703668,-75.765675,2024/02/18 18:08:40+00,2024/02/18 19:23:40+00,2024/02/18 20:35:00+00,21249
-76.262375,40.228784,PA,Hopeland,40.228784,-76.262375,2024/02/18 18:06:50+00,2024/02/18 19:22:20+00,2024/02/18 20:34:10+00,21250
-78.265678,40.135164,PA,Hopewell,40.135164,-78.265678,2024/02/18 18:03:30+00,2024/02/18 19:19:40+00,2024/02/18 20:32:10+00,21251
-79.701732,39.877285,PA,Hopwood,39.877285,-79.701732,2024/02/18 18:01:00+00,2024/02/18 19:17:20+00,2024/02/18 20:30:40+00,21252
-75.138657,40.182544,PA,Horsham,40.182544,-75.138657,2024/02/18 18:08:40+00,2024/02/18 19:23:50+00,2024/02/18 20:35:10+00,21253
-79.397769,40.263951,PA,Hostetter,40.263951,-79.397769,2024/02/18 18:01:50+00,2024/02/18 19:18:00+00,2024/02/18 20:31:00+00,21254
-77.822668,40.826587,PA,Houserville,40.826587,-77.822668,2024/02/18 18:04:50+00,2024/02/18 19:20:40+00,2024/02/18 20:32:50+00,21255
-80.21113,40.249451,PA,Houston,40.249451,-80.21113,2024/02/18 18:00:30+00,2024/02/18 19:16:50+00,2024/02/18 20:30:10+00,21256
-78.351013,40.825074,PA,Houtzdale,40.825074,-78.351013,2024/02/18 18:04:00+00,2024/02/18 19:19:50+00,2024/02/18 20:32:20+00,21257
-77.657314,41.011386,PA,Howard,41.011386,-77.657314,2024/02/18 18:05:20+00,2024/02/18 19:20:50+00,2024/02/18 20:33:00+00,21258
-77.609128,40.960921,PA,Hublersburg,40.960921,-77.609128,2024/02/18 18:05:20+00,2024/02/18 19:20:50+00,2024/02/18 20:33:00+00,21259
-75.831171,41.277249,PA,Hudson,41.277249,-75.831171,2024/02/18 18:08:20+00,2024/02/18 19:23:30+00,2024/02/18 20:34:50+00,21260
-75.77003,41.328927,PA,Hughestown,41.328927,-75.77003,2024/02/18 18:08:30+00,2024/02/18 19:23:30+00,2024/02/18 20:34:50+00,21261
-75.876092,41.833441,PA,Montrose,41.833441,-75.876092,2024/02/18 18:08:40+00,2024/02/18 19:23:40+00,2024/02/18 20:34:50+00,21262
-79.21065,39.885407,PA,Casselman,39.885407,-79.21065,2024/02/18 18:01:50+00,2024/02/18 19:18:00+00,2024/02/18 20:31:10+00,21263
-79.8382,40.396866,PA,East Pittsburgh,40.396866,-79.8382,2024/02/18 18:01:20+00,2024/02/18 19:17:30+00,2024/02/18 20:30:40+00,21264
-74.932293,40.228344,PA,Newtown,40.228344,-74.932293,2024/02/18 18:09:00+00,2024/02/18 19:24:10+00,2024/02/18 20:35:20+00,21265
-75.913223,40.277907,PA,Flying Hills,40.277907,-75.913223,2024/02/18 18:07:30+00,2024/02/18 19:22:50+00,2024/02/18 20:34:30+00,21266
-78.467848,41.006957,PA,Hyde,41.006957,-78.467848,2024/02/18 18:04:00+00,2024/02/18 19:19:50+00,2024/02/18 20:32:10+00,21267
-78.173388,40.479115,PA,Cove Forge,40.479115,-78.173388,2024/02/18 18:04:00+00,2024/02/18 19:19:50+00,2024/02/18 20:32:20+00,21268
-77.499278,40.623731,PA,Maitland,40.623731,-77.499278,2024/02/18 18:05:10+00,2024/02/18 19:20:50+00,2024/02/18 20:33:00+00,21269
-76.345568,40.653216,PA,Newtown,40.653216,-76.345568,2024/02/18 18:07:00+00,2024/02/18 19:22:30+00,2024/02/18 20:34:10+00,21270
-79.46949,40.363841,PA,Crabtree,40.363841,-79.46949,2024/02/18 18:01:50+00,2024/02/18 19:18:00+00,2024/02/18 20:31:00+00,21271
-75.275774,39.888246,PA,Folcroft,39.888246,-75.275774,2024/02/18 18:08:10+00,2024/02/18 19:23:30+00,2024/02/18 20:35:00+00,21272
-75.987177,40.306297,PA,Montrose Manor,40.306297,-75.987177,2024/02/18 18:07:20+00,2024/02/18 19:22:50+00,2024/02/18 20:34:30+00,21273
-75.924057,40.375785,PA,Hyde Park,40.375785,-75.924057,2024/02/18 18:07:30+00,2024/02/18 19:22:50+00,2024/02/18 20:34:30+00,21274
-76.521404,39.971008,PA,East Prospect,39.971008,-76.521404,2024/02/18 18:06:10+00,2024/02/18 19:21:50+00,2024/02/18 20:33:50+00,21275
-75.515363,40.033147,PA,Malvern,40.033147,-75.515363,2024/02/18 18:07:50+00,2024/02/18 19:23:10+00,2024/02/18 20:34:50+00,21276
-78.02723,40.292836,PA,Cassville,40.292836,-78.02723,2024/02/18 18:04:00+00,2024/02/18 19:20:00+00,2024/02/18 20:32:30+00,21277
-74.94893,40.26053,PA,Newtown Grant,40.26053,-74.94893,2024/02/18 18:09:00+00,2024/02/18 19:24:10+00,2024/02/18 20:35:20+00,21278
-80.071133,40.433301,PA,Crafton,40.433301,-80.071133,2024/02/18 18:01:00+00,2024/02/18 19:17:10+00,2024/02/18 20:30:20+00,21279
-75.328666,39.892381,PA,Folsom,39.892381,-75.328666,2024/02/18 18:08:10+00,2024/02/18 19:23:30+00,2024/02/18 20:34:50+00,21280
-77.70422,41.111186,PA,Monument,41.111186,-77.70422,2024/02/18 18:05:20+00,2024/02/18 19:20:50+00,2024/02/18 20:33:00+00,21281
-79.589328,40.631645,PA,Hyde Park,40.631645,-79.589328,2024/02/18 18:01:50+00,2024/02/18 19:18:00+00,2024/02/18 20:31:00+00,21282
-80.268983,40.698201,PA,East Rochester,40.698201,-80.268983,2024/02/18 18:01:00+00,2024/02/18 19:17:10+00,2024/02/18 20:30:20+00,21283
-79.462864,40.198687,PA,Mammoth,40.198687,-79.462864,2024/02/18 18:01:40+00,2024/02/18 19:17:50+00,2024/02/18 20:31:00+00,21284
-77.426972,41.11712,PA,Castanea,41.11712,-77.426972,2024/02/18 18:05:50+00,2024/02/18 19:21:20+00,2024/02/18 20:33:20+00,21285
-75.747569,40.673927,PA,New Tripoli,40.673927,-75.747569,2024/02/18 18:08:00+00,2024/02/18 19:23:20+00,2024/02/18 20:34:50+00,21286
-79.193613,40.681932,PA,Creekside,40.681932,-79.193613,2024/02/18 18:02:30+00,2024/02/18 19:18:30+00,2024/02/18 20:31:20+00,21287
-78.461567,40.418094,PA,Foot of Ten,40.418094,-78.461567,2024/02/18 18:03:30+00,2024/02/18 19:19:30+00,2024/02/18 20:32:00+00,21288
-78.266485,40.493093,PA,Moores Mill,40.493093,-78.266485,2024/02/18 18:03:50+00,2024/02/18 19:19:50+00,2024/02/18 20:32:20+00,21289
-78.721491,39.820893,PA,Hyndman,39.820893,-78.721491,2024/02/18 18:02:30+00,2024/02/18 19:18:40+00,2024/02/18 20:31:40+00,21290
-77.23694,40.608713,PA,East Salem,40.608713,-77.23694,2024/02/18 18:05:40+00,2024/02/18 19:21:10+00,2024/02/18 20:33:20+00,21291
-76.719425,40.061202,PA,Manchester,40.061202,-76.719425,2024/02/18 18:06:00+00,2024/02/18 19:21:40+00,2024/02/18 20:33:40+00,21292
-80.019461,40.366424,PA,Castle Shannon,40.366424,-80.019461,2024/02/18 18:01:00+00,2024/02/18 19:17:20+00,2024/02/18 20:30:30+00,21293
-77.40179,40.169893,PA,Newville,40.169893,-77.40179,2024/02/18 18:05:00+00,2024/02/18 19:20:50+00,2024/02/18 20:33:00+00,21294
-78.754056,41.251665,PA,Crenshaw,41.251665,-78.754056,2024/02/18 18:03:50+00,2024/02/18 19:19:30+00,2024/02/18 20:32:00+00,21295
-78.50406,41.25932,PA,Force,41.25932,-78.50406,2024/02/18 18:04:10+00,2024/02/18 19:19:50+00,2024/02/18 20:32:10+00,21296
-77.803153,40.953052,PA,Moose Run,40.953052,-77.803153,2024/02/18 18:05:00+00,2024/02/18 19:20:40+00,2024/02/18 20:32:50+00,21297
-77.20623,40.021563,PA,Idaville,40.021563,-77.20623,2024/02/18 18:05:10+00,2024/02/18 19:21:00+00,2024/02/18 20:33:10+00,21298
-78.37217,40.334512,PA,East Sharpsburg,40.334512,-78.37217,2024/02/18 18:03:30+00,2024/02/18 19:19:30+00,2024/02/18 20:32:10+00,21299
-76.395973,40.163273,PA,Manheim,40.163273,-76.395973,2024/02/18 18:06:30+00,2024/02/18 19:22:10+00,2024/02/18 20:34:00+00,21300
-75.461037,40.653828,PA,Catasauqua,40.653828,-75.461037,2024/02/18 18:08:30+00,2024/02/18 19:23:40+00,2024/02/18 20:35:00+00,21301
-78.702553,40.820922,PA,New Washington,40.820922,-78.702553,2024/02/18 18:03:30+00,2024/02/18 19:19:20+00,2024/02/18 20:32:00+00,21302
-78.586611,40.462568,PA,Cresson,40.462568,-78.586611,2024/02/18 18:03:20+00,2024/02/18 19:19:20+00,2024/02/18 20:32:00+00,21303
-79.532999,40.769615,PA,Ford City,40.769615,-79.532999,2024/02/18 18:02:10+00,2024/02/18 19:18:10+00,2024/02/18 20:31:00+00,21304
-75.704697,41.356041,PA,Moosic,41.356041,-75.704697,2024/02/18 18:08:40+00,2024/02/18 19:23:40+00,2024/02/18 20:35:00+00,21305
-80.249934,40.453677,PA,Imperial,40.453677,-80.249934,2024/02/18 18:00:40+00,2024/02/18 19:17:00+00,2024/02/18 20:30:10+00,21306
-75.762173,41.062383,PA,East Side,41.062383,-75.762173,2024/02/18 18:08:20+00,2024/02/18 19:23:20+00,2024/02/18 20:34:50+00,21307
-78.590802,40.003316,PA,Manns Choice,40.003316,-78.590802,2024/02/18 18:02:50+00,2024/02/18 19:19:00+00,2024/02/18 20:31:50+00,21308
-76.459943,40.95311,PA,Catawissa,40.95311,-76.459943,2024/02/18 18:07:10+00,2024/02/18 19:22:30+00,2024/02/18 20:34:10+00,21309
-79.535765,40.760813,PA,Ford Cliff,40.760813,-79.535765,2024/02/18 18:02:10+00,2024/02/18 19:18:10+00,2024/02/18 20:31:00+00,21310
-75.171457,41.004877,PA,East Stroudsburg,41.004877,-75.171457,2024/02/18 18:09:10+00,2024/02/18 19:24:10+00,2024/02/18 20:35:20+00,21311
-76.172831,40.789175,PA,Morea,40.789175,-76.172831,2024/02/18 18:07:30+00,2024/02/18 19:22:50+00,2024/02/18 20:34:20+00,21312
-76.193861,40.630394,PA,Cressona,40.630394,-76.193861,2024/02/18 18:07:20+00,2024/02/18 19:22:40+00,2024/02/18 20:34:20+00,21313
-79.669268,40.345939,PA,Manor,40.345939,-79.669268,2024/02/18 18:01:30+00,2024/02/18 19:17:50+00,2024/02/18 20:30:50+00,21314
-75.469231,41.65269,PA,Forest City,41.65269,-75.469231,2024/02/18 18:09:10+00,2024/02/18 19:24:00+00,2024/02/18 20:35:10+00,21315
-80.191902,40.318488,PA,Cecil-Bishop,40.318488,-80.191902,2024/02/18 18:00:40+00,2024/02/18 19:17:00+00,2024/02/18 20:30:10+00,21316
-79.697595,39.895986,PA,East Uniontown,39.895986,-79.697595,2024/02/18 18:01:00+00,2024/02/18 19:17:20+00,2024/02/18 20:30:40+00,21317
-79.155283,40.621954,PA,Indiana,40.621954,-79.155283,2024/02/18 18:02:30+00,2024/02/18 19:18:40+00,2024/02/18 20:31:20+00,21318
-80.331539,41.117581,PA,New Wilmington,41.117581,-80.331539,2024/02/18 18:01:20+00,2024/02/18 19:17:20+00,2024/02/18 20:30:20+00,21319
-77.885703,40.396593,PA,Cedar Crest,40.396593,-77.885703,2024/02/18 18:04:20+00,2024/02/18 19:20:10+00,2024/02/18 20:32:40+00,21320
-78.866871,40.0418,PA,Indian Lake,40.0418,-78.866871,2024/02/18 18:02:30+00,2024/02/18 19:18:40+00,2024/02/18 20:31:30+00,21321
-80.314786,40.76662,PA,Eastvale,40.76662,-80.314786,2024/02/18 18:00:50+00,2024/02/18 19:17:10+00,2024/02/18 20:30:10+00,21322
-75.204039,40.666508,PA,Morgan Hill,40.666508,-75.204039,2024/02/18 18:08:50+00,2024/02/18 19:24:00+00,2024/02/18 20:35:20+00,21323
-79.520848,40.787837,PA,Manorville,40.787837,-79.520848,2024/02/18 18:02:10+00,2024/02/18 19:18:10+00,2024/02/18 20:31:10+00,21324
-79.854465,40.425081,PA,Forest Hills,40.425081,-79.854465,2024/02/18 18:01:10+00,2024/02/18 19:17:30+00,2024/02/18 20:30:40+00,21325
-80.409115,40.326398,PA,Cross Creek,40.326398,-80.409115,2024/02/18 18:00:20+00,2024/02/18 19:16:40+00,2024/02/18 20:30:00+00,21326
-75.789388,41.628609,PA,Nicholson,41.628609,-75.789388,2024/02/18 18:08:40+00,2024/02/18 19:23:40+00,2024/02/18 20:35:00+00,21327
-75.517773,40.687474,PA,Cementon,40.687474,-75.517773,2024/02/18 18:08:20+00,2024/02/18 19:23:30+00,2024/02/18 20:35:00+00,21328
-75.507524,41.00031,PA,Indian Mountain Lake,41.00031,-75.507524,2024/02/18 18:08:40+00,2024/02/18 19:23:40+00,2024/02/18 20:35:00+00,21329
-79.562908,40.597437,PA,East Vandergrift,40.597437,-79.562908,2024/02/18 18:01:50+00,2024/02/18 19:18:00+00,2024/02/18 20:31:00+00,21330
-75.887328,40.150068,PA,Morgantown,40.150068,-75.887328,2024/02/18 18:07:30+00,2024/02/18 19:22:50+00,2024/02/18 20:34:30+00,21331
-77.078376,41.806178,PA,Mansfield,41.806178,-77.078376,2024/02/18 18:06:50+00,2024/02/18 19:22:10+00,2024/02/18 20:33:50+00,21332
-76.292597,40.693791,PA,Forestville,40.693791,-76.292597,2024/02/18 18:07:10+00,2024/02/18 19:22:30+00,2024/02/18 20:34:20+00,21333
-78.429329,40.445719,PA,Cross Keys,40.445719,-78.429329,2024/02/18 18:03:30+00,2024/02/18 19:19:30+00,2024/02/18 20:32:10+00,21334
-77.552128,40.994719,PA,Nittany,40.994719,-77.552128,2024/02/18 18:05:30+00,2024/02/18 19:21:00+00,2024/02/18 20:33:10+00,21335
-76.004376,40.485895,PA,Centerport,40.485895,-76.004376,2024/02/18 18:07:30+00,2024/02/18 19:22:50+00,2024/02/18 20:34:30+00,21336
-80.41092,40.656819,PA,Industry,40.656819,-80.41092,2024/02/18 18:00:40+00,2024/02/18 19:17:00+00,2024/02/18 20:30:10+00,21337
-80.232436,40.174435,PA,East Washington,40.174435,-80.232436,2024/02/18 18:00:30+00,2024/02/18 19:16:50+00,2024/02/18 20:30:10+00,21338
-78.228307,40.948891,PA,Morrisdale,40.948891,-78.228307,2024/02/18 18:04:20+00,2024/02/18 19:20:00+00,2024/02/18 20:32:30+00,21339
-75.179243,40.177757,PA,Maple Glen,40.177757,-75.179243,2024/02/18 18:08:40+00,2024/02/18 19:23:50+00,2024/02/18 20:35:10+00,21340
-76.602841,41.489613,PA,Forksville,41.489613,-76.602841,2024/02/18 18:07:20+00,2024/02/18 19:22:30+00,2024/02/18 20:34:10+00,21341
-76.572823,39.820013,PA,Cross Roads,39.820013,-76.572823,2024/02/18 18:06:00+00,2024/02/18 19:21:40+00,2024/02/18 20:33:40+00,21342
-79.937501,40.785833,PA,Nixon,40.785833,-79.937501,2024/02/18 18:01:30+00,2024/02/18 19:17:40+00,2024/02/18 20:30:40+00,21343
-79.95948,40.032477,PA,Centerville,40.032477,-79.95948,2024/02/18 18:00:40+00,2024/02/18 19:17:10+00,2024/02/18 20:30:20+00,21344
-80.068508,40.444827,PA,Ingram,40.444827,-80.068508,2024/02/18 18:01:00+00,2024/02/18 19:17:10+00,2024/02/18 20:30:20+00,21345
-77.604695,40.371131,PA,East Waterford,40.371131,-77.604695,2024/02/18 18:04:50+00,2024/02/18 19:20:40+00,2024/02/18 20:32:50+00,21346
-74.780269,40.207644,PA,Morrisville,40.207644,-74.780269,2024/02/18 18:09:10+00,2024/02/18 19:24:20+00,2024/02/18 20:35:30+00,21347
-77.941647,40.391976,PA,Mapleton,40.391976,-77.941647,2024/02/18 18:04:20+00,2024/02/18 19:20:10+00,2024/02/18 20:32:30+00,21348
-78.404304,40.430089,PA,Fort Fetter,40.430089,-78.404304,2024/02/18 18:03:30+00,2024/02/18 19:19:30+00,2024/02/18 20:32:10+00,21349
-79.263766,41.393939,PA,Crown,41.393939,-79.263766,2024/02/18 18:03:10+00,2024/02/18 19:19:00+00,2024/02/18 20:31:30+00,21350
-80.201869,40.395461,PA,Noblestown,40.395461,-80.201869,2024/02/18 18:00:40+00,2024/02/18 19:17:00+00,2024/02/18 20:30:10+00,21351
-78.804318,40.109617,PA,Central City,40.109617,-78.804318,2024/02/18 18:02:40+00,2024/02/18 19:18:50+00,2024/02/18 20:31:40+00,21352
-75.816608,41.29688,PA,Inkerman,41.29688,-75.816608,2024/02/18 18:08:20+00,2024/02/18 19:23:30+00,2024/02/18 20:34:50+00,21353
-76.675534,39.968722,PA,East York,39.968722,-76.675534,2024/02/18 18:06:00+00,2024/02/18 19:21:40+00,2024/02/18 20:33:40+00,21354
-80.167815,39.90068,PA,Morrisville,39.90068,-80.167815,2024/02/18 18:00:10+00,2024/02/18 19:16:40+00,2024/02/18 20:30:10+00,21355
-79.940054,39.805239,PA,Mapletown,39.805239,-79.940054,2024/02/18 18:00:30+00,2024/02/18 19:17:00+00,2024/02/18 20:30:20+00,21356
-76.582102,40.444367,PA,Fort Indiantown Gap,40.444367,-76.582102,2024/02/18 18:06:30+00,2024/02/18 19:22:00+00,2024/02/18 20:34:00+00,21357
-74.896679,40.090348,PA,Croydon,40.090348,-74.896679,2024/02/18 18:09:00+00,2024/02/18 19:24:10+00,2024/02/18 20:35:20+00,21358
-75.33987,40.122076,PA,Norristown,40.122076,-75.33987,2024/02/18 18:08:20+00,2024/02/18 19:23:30+00,2024/02/18 20:35:00+00,21359
-76.344007,40.804486,PA,Centralia,40.804486,-76.344007,2024/02/18 18:07:10+00,2024/02/18 19:22:30+00,2024/02/18 20:34:10+00,21360
-76.105819,40.03639,PA,Intercourse,40.03639,-76.105819,2024/02/18 18:07:00+00,2024/02/18 19:22:30+00,2024/02/18 20:34:20+00,21361
-79.798531,41.136824,PA,Eau Claire,41.136824,-79.798531,2024/02/18 18:02:10+00,2024/02/18 19:18:00+00,2024/02/18 20:30:50+00,21362
-75.326754,39.911583,PA,Morton,39.911583,-75.326754,2024/02/18 18:08:10+00,2024/02/18 19:23:30+00,2024/02/18 20:34:50+00,21363
-75.41624,39.81287,PA,Marcus Hook,39.81287,-75.41624,2024/02/18 18:07:50+00,2024/02/18 19:23:20+00,2024/02/18 20:34:50+00,21364
-77.907236,39.921906,PA,Fort Loudon,39.921906,-77.907236,2024/02/18 18:04:00+00,2024/02/18 19:20:00+00,2024/02/18 20:32:30+00,21365
-79.966613,39.947936,PA,Crucible,39.947936,-79.966613,2024/02/18 18:00:40+00,2024/02/18 19:17:00+00,2024/02/18 20:30:20+00,21366
-75.487449,40.688237,PA,Northampton,40.688237,-75.487449,2024/02/18 18:08:30+00,2024/02/18 19:23:40+00,2024/02/18 20:35:00+00,21367
-77.685072,40.844743,PA,Centre Hall,40.844743,-77.685072,2024/02/18 18:05:10+00,2024/02/18 19:20:50+00,2024/02/18 20:33:00+00,21368
-76.53069,41.133818,PA,Iola,41.133818,-76.53069,2024/02/18 18:07:10+00,2024/02/18 19:22:30+00,2024/02/18 20:34:10+00,21369
-78.726541,40.48812,PA,Ebensburg,40.48812,-78.726541,2024/02/18 18:03:10+00,2024/02/18 19:19:10+00,2024/02/18 20:31:50+00,21370
-75.527938,41.342168,PA,Moscow,41.342168,-75.527938,2024/02/18 18:08:50+00,2024/02/18 19:23:50+00,2024/02/18 20:35:10+00,21371
-80.112099,40.012824,PA,Marianna,40.012824,-80.112099,2024/02/18 18:00:30+00,2024/02/18 19:17:00+00,2024/02/18 20:30:10+00,21372
-75.192575,40.140762,PA,Fort Washington,40.140762,-75.192575,2024/02/18 18:08:30+00,2024/02/18 19:23:40+00,2024/02/18 20:35:10+00,21373
-78.263258,40.582484,PA,Culp,40.582484,-78.263258,2024/02/18 18:04:00+00,2024/02/18 19:19:50+00,2024/02/18 20:32:20+00,21374
-79.556616,40.593808,PA,North Apollo,40.593808,-79.556616,2024/02/18 18:01:50+00,2024/02/18 19:18:00+00,2024/02/18 20:31:00+00,21375
-79.863957,40.132048,PA,North Belle Vernon,40.132048,-79.863957,2024/02/18 18:01:00+00,2024/02/18 19:17:20+00,2024/02/18 20:30:30+00,21376
-77.702653,41.347017,PA,North Bend,41.347017,-77.702653,2024/02/18 18:05:30+00,2024/02/18 19:21:00+00,2024/02/18 20:33:00+00,21377
-79.853704,40.401739,PA,North Braddock,40.401739,-79.853704,2024/02/18 18:01:10+00,2024/02/18 19:17:30+00,2024/02/18 20:30:40+00,21378
-75.473879,40.663571,PA,North Catasauqua,40.663571,-75.473879,2024/02/18 18:08:30+00,2024/02/18 19:23:40+00,2024/02/18 20:35:00+00,21379
-79.908148,40.150394,PA,North Charleroi,40.150394,-79.908148,2024/02/18 18:00:50+00,2024/02/18 19:17:20+00,2024/02/18 20:30:30+00,21380
-78.777695,40.657065,PA,Northern Cambria,40.657065,-78.777695,2024/02/18 18:03:10+00,2024/02/18 19:19:10+00,2024/02/18 20:31:50+00,21381
-79.711443,40.338942,PA,North Irwin,40.338942,-79.711443,2024/02/18 18:01:30+00,2024/02/18 19:17:40+00,2024/02/18 20:30:50+00,21382
-78.208719,40.909233,PA,North Philipsburg,40.909233,-78.208719,2024/02/18 18:04:20+00,2024/02/18 19:20:00+00,2024/02/18 20:32:30+00,21383
-76.792951,40.897214,PA,Northumberland,40.897214,-76.792951,2024/02/18 18:06:30+00,2024/02/18 19:22:00+00,2024/02/18 20:33:50+00,21384
-79.551764,40.6087,PA,North Vandergrift,40.6087,-79.551764,2024/02/18 18:02:00+00,2024/02/18 19:18:00+00,2024/02/18 20:31:00+00,21385
-75.274441,40.211171,PA,North Wales,40.211171,-75.274441,2024/02/18 18:08:30+00,2024/02/18 19:23:40+00,2024/02/18 20:35:10+00,21386
-78.227125,40.686375,PA,Northwood,40.686375,-78.227125,2024/02/18 18:04:00+00,2024/02/18 19:19:50+00,2024/02/18 20:32:20+00,21387
-76.730882,39.97801,PA,North York,39.97801,-76.730882,2024/02/18 18:05:50+00,2024/02/18 19:21:30+00,2024/02/18 20:33:40+00,21388
-79.497011,40.204995,PA,Norvelt,40.204995,-79.497011,2024/02/18 18:01:40+00,2024/02/18 19:17:50+00,2024/02/18 20:31:00+00,21389
-75.295756,39.88599,PA,Norwood,39.88599,-75.295756,2024/02/18 18:08:10+00,2024/02/18 19:23:30+00,2024/02/18 20:35:00+00,21390
-76.03164,39.747765,PA,Nottingham,39.747765,-76.03164,2024/02/18 18:06:50+00,2024/02/18 19:22:20+00,2024/02/18 20:34:10+00,21391
-76.069178,41.421989,PA,Noxen,41.421989,-76.069178,2024/02/18 18:08:10+00,2024/02/18 19:23:10+00,2024/02/18 20:34:40+00,21392
-75.978039,41.158384,PA,Nuangola,41.158384,-75.978039,2024/02/18 18:08:00+00,2024/02/18 19:23:10+00,2024/02/18 20:34:40+00,21393
-76.404719,40.878606,PA,Numidia,40.878606,-76.404719,2024/02/18 18:07:10+00,2024/02/18 19:22:30+00,2024/02/18 20:34:10+00,21394
-76.168464,40.937751,PA,Nuremberg,40.937751,-76.168464,2024/02/18 18:07:30+00,2024/02/18 19:22:50+00,2024/02/18 20:34:30+00,21395
-80.18715,40.400165,PA,Oakdale,40.400165,-80.18715,2024/02/18 18:00:50+00,2024/02/18 19:17:00+00,2024/02/18 20:30:20+00,21396
-79.915113,40.826268,PA,Oak Hills,40.826268,-79.915113,2024/02/18 18:01:40+00,2024/02/18 19:17:40+00,2024/02/18 20:30:40+00,21397
-78.881828,40.305536,PA,Oakland,40.305536,-78.881828,2024/02/18 18:02:40+00,2024/02/18 19:18:50+00,2024/02/18 20:31:40+00,21398
